raceId,driverId,vueltas_totales,tiempo_vuelta_promedio_seg,tiempo_vuelta_mas_rapida_seg,paradas_totales,tiempo_total_boxes_seg,tiempo_promedio_parada_seg
1,1,58,97.56375862068965,89.02,,,
1,2,58,97.6356724137931,88.283,,,
1,3,58,97.6121724137931,87.706,,,
1,4,58,97.59763793103448,88.712,,,
1,6,17,91.82223529411765,89.923,,,
1,7,58,97.62210344827585,89.823,,,
1,8,55,97.0782,88.488,,,
1,9,55,95.1606909090909,87.988,,,
1,10,58,97.58998275862069,88.416,,,
1,12,24,101.76558333333332,90.502,,,
1,13,45,97.00235555555555,89.141,,,
1,15,58,97.5411724137931,88.916,,,
1,16,58,97.62274137931034,88.943,,,
1,17,57,99.23152631578948,88.508,,,
1,18,58,97.5135172413793,88.02,,,
1,20,56,96.32544642857144,88.14,,,
1,21,58,97.6406551724138,89.005,,,
1,22,58,97.52743103448276,89.066,,,
1,67,58,97.61703448275863,89.23,,,
2,1,31,109.39854838709677,99.141,,,
2,2,31,108.1723870967742,99.084,,,
2,3,31,109.74832258064517,97.598,,,
2,4,31,110.96916129032257,99.006,,,
2,6,31,111.18554838709677,99.387,,,
2,7,31,110.73503225806452,99.242,,,
2,8,31,112.04719354838709,98.453,,,
2,9,1,122.738,122.738,,,
2,10,31,108.19790322580646,99.406,,,
2,12,31,111.20435483870968,99.268,,,
2,13,31,109.92109677419354,99.25,,,
2,15,31,108.92887096774194,97.591,,,
2,16,30,111.94753333333334,99.464,,,
2,17,31,109.12758064516129,97.672,,,
2,18,31,107.4394193548387,96.641,,,
2,20,30,108.1168,98.427,,,
2,21,29,110.20913793103448,99.407,,,
2,22,31,108.96716129032258,97.484,,,
2,67,30,109.02453333333334,98.938,,,
3,1,56,127.41698214285715,114.665,,,
3,2,56,127.84498214285715,114.158,,,
3,3,55,129.29216363636363,114.243,,,
3,4,56,127.63917857142856,114.481,,,
3,5,56,127.29619642857143,114.516,,,
3,6,43,133.3747441860465,116.167,,,
3,7,56,127.81501785714285,113.474,,,
3,8,56,127.77205357142857,115.396,,,
3,9,56,128.04175,115.35,,,
3,10,56,127.46358928571429,112.703,,,
3,12,54,131.41492592592593,115.535,,,
3,13,20,139.6482,116.484,,,
3,15,18,149.04672222222223,120.33,,,
3,16,50,128.63774,114.777,,,
3,17,56,126.32955357142856,112.98,,,
3,18,56,126.9367857142857,113.546,,,
3,20,56,126.13366071428571,112.627,,,
3,21,55,128.88756363636364,116.239,,,
3,22,56,127.27123214285714,112.592,,,
3,67,56,127.49864285714285,114.59,,,
4,1,57,97.02242105263157,94.915,,,
4,2,56,98.79789285714286,95.924,,,
4,3,57,97.65578947368421,95.816,,,
4,4,57,97.56064912280702,95.722,,,
4,5,57,98.00010526315789,95.52,,,
4,6,48,98.94960416666667,96.153,,,
4,7,57,98.01731578947368,95.41,,,
4,8,57,97.37261403508772,95.498,,,
4,9,56,98.69325,95.706,,,
4,10,57,97.38705263157895,94.574,,,
4,12,57,97.77773684210527,95.441,,,
4,13,56,98.48244642857144,95.065,,,
4,15,57,96.79564912280702,94.556,,,
4,16,56,98.64910714285715,96.219,,,
4,17,57,97.82145614035088,95.165,,,
4,18,57,96.63477192982457,94.588,,,
4,20,57,96.7608596491228,94.756,,,
4,21,56,98.60523214285715,96.376,,,
4,22,57,97.29756140350878,94.901,,,
4,67,56,98.67689285714286,96.473,,,
5,1,65,89.84947692307692,83.839,,,
5,2,66,89.26536363636363,83.878,,,
5,3,66,89.46080303030303,83.621,,,
5,4,66,89.12678787878787,83.42,,,
5,5,7,128.285,88.719,,,
5,6,65,90.10943076923077,84.155,,,
5,8,17,99.87788235294117,84.49,,,
5,9,65,89.90478461538461,84.078,,,
5,10,65,89.86138461538461,84.134,,,
5,12,65,89.94010769230769,84.286,,,
5,13,66,89.24286363636364,83.089,,,
5,17,66,88.68372727272728,83.112,,,
5,18,66,88.47275757575757,82.899,,,
5,20,66,88.75974242424243,83.09,,,
5,21,65,90.31907692307692,83.796,,,
5,22,66,88.67057575757576,82.762,,,
6,1,77,79.05041558441559,75.706,,,
6,2,77,79.02912987012986,76.268,,,
6,3,78,77.92138461538461,75.772,,,
6,4,78,77.97591025641024,75.371,,,
6,5,51,78.14792156862745,75.672,,,
6,6,76,78.65055263157895,75.792,,,
6,7,78,78.30030769230768,76.178,,,
6,8,78,77.6631282051282,75.382,,,
6,9,28,80.82246428571429,77.558,,,
6,10,77,78.7791948051948,76.066,,,
6,12,10,81.6552,78.514,,,
6,13,78,77.68451282051282,75.154,,,
6,15,77,79.07622077922078,76.011,,,
6,16,77,79.11337662337662,76.245,,,
6,17,78,77.69246153846153,75.321,,,
6,18,78,77.49079487179488,75.19,,,
6,20,15,82.01573333333334,77.634,,,
6,21,78,78.32464102564103,76.419,,,
6,22,78,77.58907692307692,75.685,,,
6,67,10,81.6683,78.582,,,
7,1,58,90.78106896551725,88.562,,,
7,2,58,90.50301724137931,88.214,,,
7,3,58,89.93770689655173,88.222,,,
7,4,58,90.47013793103447,88.389,,,
7,5,57,91.12078947368421,89.174,,,
7,6,58,90.5383448275862,87.988,,,
7,7,57,91.37668421052632,89.022,,,
7,8,58,90.26024137931034,88.061,,,
7,9,58,90.19129310344827,88.008,,,
7,10,58,90.20356896551725,87.883,,,
7,12,57,91.23419298245614,88.34,,,
7,13,58,90.0835172413793,88.176,,,
7,15,58,89.8739827586207,87.868,,,
7,16,57,91.33708771929824,89.192,,,
7,17,58,89.50968965517242,87.809,,,
7,18,58,89.39393103448275,87.579,,,
7,20,58,89.52256896551725,87.622,,,
7,21,4,97.674,94.07,,,
7,22,47,91.20134042553192,88.526,,,
7,67,57,91.17207017543859,88.624,,,
8,1,59,85.29359322033898,82.576,,,
8,2,59,84.83771186440678,81.956,,,
8,3,60,83.58738333333334,81.054,,,
8,4,59,84.44449152542373,81.852,,,
8,5,36,87.07561111111112,82.418,,,
8,6,60,84.05585,81.845,,,
8,7,37,87.33721621621622,82.466,,,
8,8,60,83.9825,81.656,,,
8,9,59,84.43661016949153,82.182,,,
8,10,60,83.98585,81.671,,,
8,12,59,84.42252542372881,82.505,,,
8,13,60,83.57285,81.509,,,
8,15,60,83.96058333333333,81.806,,,
8,16,59,85.31244067796611,83.475,,,
8,17,60,83.07526666666666,80.915,,,
8,18,60,83.59355000000001,81.189,,,
8,20,60,82.82213333333333,80.735,,,
8,21,60,84.01416666666667,81.81,,,
8,22,60,83.50838333333333,81.429,,,
8,67,59,85.3559661016949,82.711,,,
9,1,59,99.78359322033899,95.367,,,
9,2,60,97.75391666666667,94.559,,,
9,3,60,97.07348333333334,94.403,,,
9,4,60,97.13663333333334,93.365,,,
9,5,60,97.70003333333334,95.524,,,
9,6,60,97.76976666666667,94.238,,,
9,7,18,102.03922222222222,97.498,,,
9,8,34,98.64061764705883,96.08,,,
9,9,60,97.88108333333332,94.537,,,
9,10,60,97.74611666666667,95.369,,,
9,12,60,97.86063333333333,94.876,,,
9,13,60,96.98693333333334,94.458,,,
9,15,60,98.238,93.654,,,
9,16,60,97.92085,95.366,,,
9,17,60,96.72183333333332,94.003,,,
9,18,60,97.11531666666667,94.252,,,
9,20,60,96.87603333333334,94.089,,,
9,21,60,97.76061666666666,95.301,,,
9,22,60,97.12963333333333,94.676,,,
9,67,60,98.22558333333333,96.279,,,
10,1,70,84.34108571428571,82.479,,,
10,2,70,85.34982857142857,83.282,,,
10,3,70,84.72632857142857,82.468,,,
10,4,15,91.83406666666667,83.529,,,
10,5,70,84.83239999999999,82.958,,,
10,6,70,85.32357142857144,83.18,,,
10,8,70,84.50578571428571,82.434,,,
10,9,70,85.39888571428571,83.224,,,
10,10,70,84.84447142857142,82.506,,,
10,12,70,85.36268571428572,83.418,,,
10,15,70,85.31497142857143,83.261,,,
10,16,1,104.266,104.266,,,
10,17,70,84.58231428571428,81.931,,,
10,18,70,85.12805714285714,82.706,,,
10,20,29,88.1038275862069,83.457,,,
10,21,69,85.59766666666667,83.174,,,
10,22,70,85.33045714285714,83.024,,,
10,67,69,86.25215942028986,82.955,,,
10,153,69,85.86373913043478,83.444,,,
11,1,57,100.94117543859649,99.056,,,
11,2,57,101.75633333333333,99.704,,,
11,3,57,101.26594736842105,99.329,,,
11,4,57,101.38654385964912,99.494,,,
11,5,57,101.25124561403508,99.341,,,
11,6,54,104.36,99.747,,,
11,8,57,101.18040350877192,99.207,,,
11,9,57,101.54308771929824,99.374,,,
11,10,57,102.41768421052632,98.683,,,
11,15,57,102.03185964912281,99.941,,,
11,16,57,101.74077192982456,99.622,,,
11,17,57,101.68770175438597,99.528,,,
11,18,57,101.51231578947367,98.874,,,
11,20,23,103.36008695652174,99.992,,,
11,21,57,102.01584210526316,100.111,,,
11,22,57,100.89980701754386,98.99,,,
11,67,41,105.22514634146341,101.042,,,
11,69,56,104.16558928571429,100.59,,,
11,153,56,103.54160714285715,100.935,,,
11,154,57,102.50987719298246,99.428,,,
12,2,44,114.59706818181817,107.371,,,
12,3,44,115.16370454545455,107.766,,,
12,4,26,120.60611538461539,108.634,,,
12,5,44,115.08540909090908,108.348,,,
12,6,44,115.57354545454545,108.205,,,
12,8,44,114.34079545454546,107.674,,,
12,9,44,114.56729545454546,107.664,,,
12,10,44,115.28375,107.736,,,
12,15,21,123.21933333333332,110.029,,,
12,16,44,115.30979545454545,107.859,,,
12,17,44,115.18077272727272,107.783,,,
12,20,44,114.42886363636363,107.263,,,
12,21,44,114.36213636363637,107.737,,,
12,22,44,115.14672727272728,108.257,,,
12,67,44,115.38865909090909,107.763,,,
12,69,44,116.663,109.803,,,
13,1,52,86.53119230769231,84.802,,,
13,2,53,88.00222641509434,85.488,,,
13,3,51,90.72880392156863,85.901,,,
13,4,53,87.56392452830188,85.199,,,
13,5,53,87.59243396226415,85.109,,,
13,6,53,89.50696226415094,85.976,,,
13,8,53,87.02584905660378,84.761,,,
13,9,15,91.25286666666666,87.819,,,
13,10,53,89.5402075471698,85.751,,,
13,15,52,88.22971153846153,85.7,,,
13,16,53,87.03466037735849,84.739,,,
13,17,52,88.04655769230769,85.564,,,
13,18,53,86.50135849056603,84.935,,,
13,20,53,88.0587358490566,85.194,,,
13,21,53,88.08607547169812,85.498,,,
13,22,53,86.44728301886792,84.967,,,
13,24,22,87.24836363636364,86.041,,,
13,67,19,89.62515789473684,87.846,,,
13,154,52,88.84076923076924,85.609,,,
14,1,61,114.20224590163934,108.345,,,
14,2,19,114.78468421052632,111.346,,,
14,3,61,115.18219672131147,108.352,,,
14,4,61,114.47477049180328,108.24,,,
14,5,61,114.79498360655738,109.283,,,
14,6,61,115.12116393442624,109.371,,,
14,8,61,115.16768852459016,108.391,,,
14,9,61,115.10477049180328,108.847,,,
14,10,61,114.36018032786885,108.396,,,
14,15,61,115.39911475409836,108.816,,,
14,16,23,123.33452173913044,112.623,,,
14,17,45,116.83642222222221,109.319,,,
14,18,61,114.69429508196721,108.369,,,
14,20,61,114.53439344262296,108.398,,,
14,21,61,115.51191803278688,109.417,,,
14,22,61,114.7245081967213,108.598,,,
14,24,61,115.7350655737705,109.852,,,
14,67,47,118.27648936170213,110.636,,,
14,153,47,117.99080851063829,112.483,,,
14,154,3,127.01566666666668,117.192,,,
15,1,53,100.13047169811321,93.259,,,
15,2,53,100.18777358490566,93.6,,,
15,3,53,100.1742641509434,93.595,,,
15,4,53,100.2548679245283,93.946,,,
15,5,53,100.26750943396226,93.801,,,
15,6,53,100.34747169811321,94.783,,,
15,8,53,100.15816981132075,92.999,,,
15,9,53,100.23056603773584,93.334,,,
15,15,53,100.10037735849058,93.152,,,
15,16,53,100.2906037735849,93.668,,,
15,17,51,104.3663137254902,92.569,,,
15,18,53,100.22484905660377,93.251,,,
15,20,53,100.00835849056604,92.572,,,
15,21,53,100.28375471698114,93.479,,,
15,22,53,100.2091320754717,93.91,,,
15,24,53,100.30522641509434,94.294,,,
15,67,11,99.10790909090909,95.392,,,
15,153,43,96.04939534883721,94.049,,,
15,154,52,102.30380769230769,94.643,,,
16,1,71,78.33838028169015,74.345,,,
16,2,21,85.99838095238094,74.988,,,
16,3,27,83.982,74.37,,,
16,5,71,79.10676056338029,74.303,,,
16,6,30,82.85976666666666,75.073,,,
16,8,71,78.54114084507042,74.558,,,
16,9,71,78.17897183098592,74.155,,,
16,17,71,78.07156338028169,73.733,,,
16,18,71,78.48008450704225,74.353,,,
16,20,71,78.34835211267605,73.89,,,
16,21,71,79.06684507042254,74.931,,,
16,22,71,78.7117605633803,73.95,,,
16,24,71,79.07702816901408,74.99,,,
16,67,71,78.57847887323943,74.563,,,
16,153,70,79.30904285714287,74.861,,,
16,154,70,79.21322857142857,74.789,,,
16,155,71,78.96345070422535,74.676,,,
17,1,20,103.6165,100.367,,,
17,2,55,103.08485454545453,100.672,,,
17,3,55,103.44281818181818,100.997,,,
17,4,55,103.87456363636363,100.757,,,
17,5,55,103.5674909090909,101.316,,,
17,6,55,103.6955090909091,100.754,,,
17,8,55,103.59510909090909,100.843,,,
17,9,55,103.48352727272727,100.924,,,
17,15,55,103.23236363636363,100.723,,,
17,16,54,104.63753703703703,100.904,,,
17,17,55,102.9322,100.571,,,
17,18,55,102.9432909090909,100.642,,,
17,20,55,102.60752727272727,100.279,,,
17,21,54,104.57216666666667,101.132,,,
17,22,55,103.02089090909091,100.449,,,
17,24,55,104.3248,101.277,,,
17,67,55,103.35832727272727,100.326,,,
17,153,18,107.04883333333333,103.318,,,
17,154,54,104.65548148148147,102.274,,,
17,155,55,103.12285454545454,100.779,,,
18,1,58,98.11406896551725,87.452,,,
18,2,58,98.2085172413793,87.739,,,
18,3,58,98.25481034482758,88.09,,,
18,4,58,98.41029310344828,88.603,,,
18,5,58,98.4246551724138,87.418,,,
18,6,57,100.08219298245614,89.639,,,
18,7,55,98.86438181818183,89.534,,,
18,8,53,99.53471698113208,87.903,,,
18,9,47,99.29074468085106,88.753,,,
18,10,43,96.89586046511627,89.558,,,
18,11,32,99.014,90.892,,,
18,12,30,99.6436,91.384,,,
18,13,29,97.65986206896552,88.175,,,
18,14,25,95.46288,89.502,,,
18,15,19,95.12678947368421,89.31,,,
18,16,8,105.505875,92.021,,,
18,22,58,99.01843103448276,88.736,,,
19,1,56,98.66255357142856,95.462,,,
19,2,56,98.7212142857143,95.366,,,
19,3,55,100.38594545454545,96.782,,,
19,4,56,99.08207142857144,96.288,,,
19,5,56,98.51794642857143,95.922,,,
19,6,54,101.79872222222222,97.711,,,
19,8,56,97.8313392857143,95.405,,,
19,9,56,98.18080357142857,95.921,,,
19,10,1,170.79,170.79,,,
19,11,54,101.59507407407408,98.504,,,
19,12,56,99.47780357142857,96.956,,,
19,13,30,97.97903333333333,95.914,,,
19,14,56,99.19241071428571,96.206,,,
19,15,56,98.64976785714285,96.068,,,
19,16,5,103.7602,100.33,,,
19,17,56,99.04794642857144,96.696,,,
19,18,56,99.370875,95.715,,,
19,19,55,101.2605090909091,98.171,,,
19,20,39,99.91010256410256,96.87,,,
19,21,55,100.17541818181819,96.962,,,
19,22,55,100.21943636363638,96.693,,,
20,1,56,97.90685714285715,95.52,,,
20,2,57,96.05928070175437,93.565,,,
20,3,57,96.89226315789473,94.072,,,
20,4,57,97.26580701754386,95.194,,,
20,5,57,96.38173684210527,93.193,,,
20,6,56,97.936375,95.433,,,
20,7,56,98.13492857142856,95.333,,,
20,8,57,95.97033333333333,93.709,,,
20,9,57,95.99943859649122,93.775,,,
20,10,57,97.13105263157895,94.807,,,
20,11,56,98.96560714285714,95.891,,,
20,12,40,100.168875,95.129,,,
20,13,57,95.91175438596491,93.6,,,
20,14,56,99.13689285714285,95.351,,,
20,15,57,96.63656140350878,94.204,,,
20,16,55,100.02812727272727,95.442,,,
20,17,57,96.70952631578947,94.305,,,
20,18,19,103.58205263157895,96.125,,,
20,19,56,98.8149642857143,95.324,,,
20,21,56,97.65082142857143,95.057,,,
20,22,57,97.27775438596491,94.855,,,
21,1,66,89.443,82.017,,,
21,2,66,90.33521212121212,82.519,,,
21,3,41,93.37429268292682,83.319,,,
21,4,34,95.16879411764707,82.683,,,
21,5,21,89.03138095238094,82.453,,,
21,6,66,90.26204545454546,83.549,,,
21,7,4,116.1635,87.449,,,
21,8,66,89.37956060606061,81.67,,,
21,9,66,89.46583333333332,82.106,,,
21,10,65,90.97006153846154,83.007,,,
21,11,65,91.7686923076923,84.617,,,
21,12,6,106.22183333333332,85.444,,,
21,13,66,89.4284696969697,81.801,,,
21,14,65,91.52678461538461,82.842,,,
21,15,66,90.28009090909092,82.758,,,
21,17,66,89.92407575757576,82.564,,,
21,18,66,90.18274242424243,82.353,,,
21,19,8,102.75275,86.864,,,
21,21,65,90.90532307692307,83.439,,,
21,22,34,95.90385294117648,83.858,,,
22,1,58,89.88327586206897,86.529,,,
22,2,58,90.48606896551725,87.219,,,
22,3,58,91.04925862068966,87.795,,,
22,4,58,90.74439655172415,87.28,,,
22,5,57,91.42828070175439,87.64,,,
22,6,1,151.878,151.878,,,
22,7,24,95.03941666666667,88.745,,,
22,8,58,89.89175862068966,86.506,,,
22,9,58,90.19648275862069,86.78,,,
22,10,57,91.52110526315789,88.303,,,
22,12,57,91.64747368421052,87.867,,,
22,13,58,89.81812068965517,86.666,,,
22,14,58,91.11587931034482,87.966,,,
22,15,58,91.13439655172415,87.926,,,
22,16,57,92.48198245614036,88.78,,,
22,17,58,90.92551724137931,87.63,,,
22,18,57,91.41454385964913,87.998,,,
22,20,57,92.49271929824562,88.18,,,
22,22,57,91.62691228070176,88.017,,,
23,1,76,95.29923684210527,78.51,,,
23,2,72,100.77319444444444,80.251,,,
23,3,59,96.75077966101695,81.27,,,
23,4,75,96.86946666666665,77.869,,,
23,5,76,95.7359605263158,77.282,,,
23,6,76,95.69634210526316,79.91,,,
23,7,7,105.49142857142857,101.15,,,
23,8,76,95.74386842105262,76.689,,,
23,9,76,95.33955263157894,77.933,,,
23,10,75,96.98754666666666,79.618,,,
23,12,47,99.95878723404255,91.187,,,
23,13,76,95.36253947368421,77.886,,,
23,14,7,105.06471428571429,102.112,,,
23,15,75,97.00289333333333,79.83,,,
23,16,67,97.48101492537313,82.039,,,
23,17,76,95.55311842105263,79.036,,,
23,18,75,96.96233333333333,79.582,,,
23,20,76,95.62367105263158,78.787,,,
23,21,36,101.57325,92.849,,,
23,22,76,95.67302631578949,79.574,,,
24,1,19,85.78436842105262,77.506,,,
24,2,70,82.87060000000001,77.43,,,
24,3,70,83.45994285714286,77.977,,,
24,4,44,84.56781818181818,78.225,,,
24,5,70,83.41257142857144,78.462,,,
24,6,46,84.64619565217392,78.784,,,
24,7,69,84.1038695652174,78.62,,,
24,8,19,85.72221052631579,77.387,,,
24,9,70,82.63495714285713,77.539,,,
24,10,70,83.24391428571428,79.087,,,
24,12,39,85.85302564102564,79.239,,,
24,13,70,83.26258571428572,78.006,,,
24,14,70,82.96855714285714,78.085,,,
24,15,70,83.31745714285714,78.87,,,
24,16,13,82.52846153846153,80.666,,,
24,17,70,83.65251428571429,78.201,,,
24,18,70,83.59981428571429,79.352,,,
24,20,70,83.4081,78.532,,,
24,21,51,85.6994705882353,79.066,,,
24,22,70,83.40062857142858,78.301,,,
25,1,70,79.49665714285715,77.453,,,
25,2,70,79.60462857142858,77.716,,,
25,3,69,80.1393768115942,78.311,,,
25,4,70,79.33738571428572,77.641,,,
25,5,70,79.13105714285714,77.134,,,
25,6,69,80.12936231884058,78.054,,,
25,7,69,80.14889855072464,78.216,,,
25,8,70,78.9747,76.63,,,
25,9,70,79.15367142857143,77.172,,,
25,10,70,79.54261428571428,77.836,,,
25,12,70,79.30397142857143,77.758,,,
25,13,70,78.71778571428571,76.729,,,
25,14,70,79.44738571428572,77.818,,,
25,15,70,79.12135714285715,77.567,,,
25,16,69,80.82610144927536,78.462,,,
25,17,70,79.29355714285714,77.507,,,
25,18,16,86.3189375,80.876,,,
25,20,70,79.5472857142857,77.76,,,
25,21,69,80.53669565217392,78.557,,,
25,22,69,80.07928985507246,77.969,,,
26,1,60,99.15733333333333,92.817,,,
26,2,60,100.30028333333334,92.719,,,
26,3,59,101.16932203389831,94.797,,,
26,4,59,101.11577966101694,93.133,,,
26,5,59,101.06627118644067,93.13,,,
26,6,59,101.15420338983051,94.277,,,
26,7,59,101.58220338983051,93.367,,,
26,8,59,100.94061016949152,92.15,,,
26,9,39,100.17169230769231,93.539,,,
26,10,59,102.01889830508475,94.61,,,
26,12,35,98.02377142857144,93.203,,,
26,13,58,103.20679310344828,93.257,,,
26,15,59,101.13410169491526,93.808,,,
26,16,10,101.94,98.16,,,
26,17,59,101.39438983050847,92.952,,,
26,18,38,100.33363157894738,93.376,,,
26,21,26,99.71615384615384,94.93,,,
26,22,60,100.52855000000001,93.386,,,
27,1,67,81.8040895522388,76.039,,,
27,2,67,81.95073134328358,75.987,,,
27,3,67,82.36614925373135,77.38,,,
27,4,67,82.38058208955223,77.115,,,
27,5,67,81.98932835820895,76.495,,,
27,6,67,82.69965671641792,77.691,,,
27,7,67,82.38783582089552,76.969,,,
27,8,67,82.02025373134329,76.342,,,
27,9,67,82.14144776119403,76.61,,,
27,10,35,79.08334285714285,76.712,,,
27,12,67,81.88746268656716,76.91,,,
27,13,67,81.9434776119403,76.502,,,
27,14,67,82.62455223880598,76.994,,,
27,15,67,82.3592985074627,77.023,,,
27,16,67,82.84122388059701,77.889,,,
27,17,40,83.91855,77.206,,,
27,18,66,83.65610606060606,77.636,,,
27,20,67,82.30083582089551,76.772,,,
27,21,67,83.05920895522388,78.244,,,
27,22,50,85.05236000000001,77.986,,,
28,1,70,83.85878571428572,81.493,,,
28,2,70,84.49680000000001,82.183,,,
28,3,69,85.67056521739131,82.397,,,
28,4,70,83.8383,81.793,,,
28,5,70,83.52952857142857,81.753,,,
28,6,69,85.66346376811593,83.307,,,
28,7,67,87.58605970149254,83.22,,,
28,8,70,83.77032857142858,81.195,,,
28,9,70,84.21982857142858,81.941,,,
28,10,70,83.68754285714286,81.671,,,
28,12,70,83.99092857142857,81.537,,,
28,13,67,83.44882089552239,81.355,,,
28,14,70,84.53534285714285,82.732,,,
28,15,70,84.05022857142856,81.638,,,
28,16,62,88.25333870967742,83.65,,,
28,17,70,84.37001428571429,82.125,,,
28,18,69,84.98782608695653,82.397,,,
28,20,22,88.33686363636363,84.222,,,
28,21,69,85.86873913043479,82.641,,,
28,22,68,86.39944117647059,82.436,,,
29,1,57,100.66578947368421,98.884,,,
29,2,57,102.00905263157895,99.526,,,
29,3,57,101.82098245614036,99.577,,,
29,5,57,101.2638947368421,99.112,,,
29,6,56,103.19851785714286,99.803,,,
29,7,57,102.14268421052633,99.639,,,
29,8,45,101.8728888888889,99.424,,,
29,9,57,101.22266666666667,99.33,,,
29,10,57,101.76015789473684,99.535,,,
29,12,57,102.1939649122807,99.544,,,
29,13,57,100.56735087719298,98.708,,,
29,14,56,104.06355357142857,100.978,,,
29,15,57,101.45654385964913,99.657,,,
29,16,41,103.60817073170732,100.661,,,
29,17,56,102.54558928571429,100.264,,,
29,18,56,102.74535714285715,100.763,,,
29,20,57,101.49059649122808,99.485,,,
29,21,56,102.93657142857144,100.353,,,
29,22,56,103.38678571428571,100.593,,,
30,1,44,113.40756818181818,108.135,,,
30,2,44,113.38129545454545,109.067,,,
30,3,43,115.51260465116279,110.656,,,
30,4,44,113.49709090909091,109.238,,,
30,5,43,112.99337209302325,108.223,,,
30,6,43,115.7753488372093,110.97,,,
30,7,44,113.54838636363637,109.002,,,
30,8,42,111.01983333333332,107.93,,,
30,9,44,113.50979545454545,108.965,,,
30,10,44,114.69179545454546,110.255,,,
30,12,13,114.76738461538461,111.118,,,
30,13,44,113.16804545454545,108.222,,,
30,14,43,115.46716279069769,110.177,,,
30,15,43,116.7583488372093,110.543,,,
30,16,43,115.55946511627907,110.487,,,
30,17,44,114.14022727272727,109.515,,,
30,18,43,115.8113023255814,110.671,,,
30,20,44,113.49931818181818,109.086,,,
30,21,43,118.35076744186046,111.701,,,
30,22,19,116.84652631578948,112.072,,,
31,1,53,98.81898113207546,89.721,,,
31,2,53,98.77815094339623,89.807,,,
31,3,53,99.5496037735849,90.019,,,
31,4,53,98.70560377358491,89.961,,,
31,5,53,98.49067924528302,90.3,,,
31,6,53,99.42469811320754,90.215,,,
31,7,52,101.48576923076924,89.258,,,
31,8,53,98.99928301886793,88.047,,,
31,9,53,98.64084905660378,90.298,,,
31,10,53,99.36569811320754,89.948,,,
31,12,53,99.2818679245283,90.918,,,
31,13,53,98.79830188679246,89.696,,,
31,14,52,100.56528846153847,92.459,,,
31,15,53,99.49901886792453,90.853,,,
31,16,51,103.23558823529412,93.458,,,
31,17,53,98.85928301886793,89.681,,,
31,18,53,99.63894339622641,89.827,,,
31,20,53,98.2546037735849,90.51,,,
31,21,11,109.61890909090909,97.304,,,
31,22,52,101.10484615384615,93.918,,,
32,1,61,115.44624590163934,106.072,,,
32,2,61,115.53122950819672,107.306,,,
32,3,61,115.39772131147541,106.454,,,
32,4,61,115.34924590163934,105.768,,,
32,5,61,115.79026229508196,107.337,,,
32,6,61,115.65234426229509,107.287,,,
32,7,61,115.83173770491804,107.82,,,
32,8,57,115.99956140350878,105.599,,,
32,9,61,115.80785245901639,106.899,,,
32,10,61,115.4829344262295,107.044,,,
32,12,13,112.80346153846153,110.449,,,
32,13,61,115.92580327868853,105.757,,,
32,14,61,115.61788524590163,107.562,,,
32,15,50,116.43126,106.972,,,
32,16,49,116.01338775510204,109.27,,,
32,17,29,120.27803448275863,109.183,,,
32,18,61,115.67522950819672,108.128,,,
32,20,61,115.5175737704918,107.271,,,
32,21,61,116.06352459016392,109.101,,,
32,22,14,112.7922142857143,110.32,,,
33,1,67,82.10137313432836,79.56,,,
33,2,67,81.7315223880597,79.461,,,
33,3,67,81.8505671641791,79.531,,,
33,4,67,80.92376119402985,79.101,,,
33,5,16,80.03475,79.258,,,
33,6,66,82.87027272727272,80.364,,,
33,7,67,81.80562686567164,79.262,,,
33,8,67,81.01928358208956,78.995,,,
33,9,67,81.00261194029851,79.292,,,
33,10,6,92.11933333333333,80.254,,,
33,12,67,81.23077611940299,79.199,,,
33,13,67,81.61268656716419,78.426,,,
33,15,67,81.27849253731343,79.524,,,
33,16,8,83.014625,81.189,,,
33,17,67,81.68213432835822,79.82,,,
33,18,66,82.69837878787878,80.849,,,
33,20,67,81.50894029850745,79.617,,,
33,21,21,83.61685714285714,81.577,,,
33,22,66,82.641,80.575,,,
34,1,56,98.52505357142857,96.325,,,
34,2,56,99.04153571428571,96.498,,,
34,3,55,100.3554909090909,97.246,,,
34,4,56,98.85308928571429,96.659,,,
34,5,49,100.57332653061225,97.302,,,
34,6,56,100.14732142857143,98.019,,,
34,7,56,100.1582142857143,97.452,,,
34,8,56,98.8187142857143,96.483,,,
34,9,56,99.11825,96.854,,,
34,10,56,99.27008928571429,96.727,,,
34,12,56,99.53657142857143,96.996,,,
34,13,56,98.79157142857143,96.591,,,
34,14,56,99.86151785714286,97.753,,,
34,15,2,155.8055,151.999,,,
34,16,13,101.8416153846154,99.683,,,
34,17,56,100.17544642857143,97.68,,,
34,18,55,100.40874545454545,97.773,,,
34,20,56,99.67396428571429,97.212,,,
34,21,55,101.28510909090909,98.372,,,
34,22,56,100.044,97.845,,,
35,1,71,80.14566197183098,74.159,,,
35,2,70,80.8965857142857,74.652,,,
35,3,70,81.30484285714286,74.934,,,
35,4,71,79.78497183098591,74.229,,,
35,5,71,80.3733661971831,74.207,,,
35,6,69,82.35991304347826,75.865,,,
35,7,70,81.50498571428571,74.951,,,
35,8,71,79.82633802816902,74.117,,,
35,9,70,81.2649857142857,74.375,,,
35,10,71,80.22257746478873,74.057,,,
35,13,71,79.59767605633802,73.736,,,
35,15,71,80.56194366197184,74.167,,,
